,Unnamed: 0,product_id,product_name.1,aisle_id,department_id,nid,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,group
1385,1385,29941,Red Plums,24,4,648,"Plums, raw",100 g,46,0.3g,,0,0.00 mg,1.9 mg,5.00 mcg,0.00 mcg,0.417 mg,0.135 mg,0.026 mg,0.028 mg,345.00 IU,17.00 mcg,0.00 mcg,190.00 mcg,35.00 mcg,73.00 mcg,0,0.00 mcg,0.029 mg,9.5 mg,0.00 IU,0.26 mg,0.26 mg,6.4 mcg,6.00 mg,0.057 mg,0.17 mg,7.00 mg,0.052 mg,16.00 mg,157.00 mg,0.0 mcg,0.10 mg,0.70 g,0.028 g,0.009 g,0.352 g,0.002 g,0.035 g,0.009 g,0.009 g,0,0.014 g,0.015 g,0.016 g,0.008 g,0.014 g,0.027 g,0.023 g,0.010 g,0.009 g,0.008 g,0.016 g,11.42 g,1.4 g,9.92 g,3.07 g,0.14 g,5.07 g,0.00 g,0.08 g,1.57 g,0.28 g,0.017 g,0.134 g,0.044 g,0.00 mg,0.0 g,0.37 g,0.00 mg,0.00 mg,87.23 g,0
1386,1386,29195,Wild Sardines in Extra Virgin Olive Oil,95,15,5491,"Seeds, from raw and stone ground kernels, tahini, sesame butter",100 g,570,48g,6.7g,0,74.00 mg,0,98.00 mcg,0.00 mcg,5.925 mg,0.694 mg,0.510 mg,1.283 mg,67.00 IU,3.00 mcg,0,0,0,0,0,0.00 mcg,0.149 mg,0.0 mg,0.00 IU,0,0,0,420.00 mg,1.618 mg,2.51 mg,96.00 mg,1.457 mg,752.00 mg,414.00 mg,0,4.64 mg,17.81 g,0.931 g,2.641 g,1.653 g,0.360 g,3.972 g,1.220 g,0.524 g,0,0.766 g,1.364 g,0.571 g,0.588 g,0.944 g,0.813 g,0.971 g,0.739 g,0.390 g,0.746 g,0.995 g,26.19 g,9.3 g,0,0,0,0,0,0,0,48.00 g,6.722 g,18.127 g,21.039 g,0.00 mg,0,5.00 g,0,0,3.00 g,0
1387,1387,49236,80% Lean Ground Beef,122,12,3077,"Beef, raw, 70% lean meat / 30% fat, ground",100 g,332,30g,12g,78mg,66.00 mg,46.8 mg,9.00 mcg,0.00 mcg,3.382 mg,0.395 mg,0.151 mg,0.044 mg,14.00 IU,4.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.07 mcg,0.278 mg,0.0 mg,3.00 IU,0.17 mg,0.17 mg,2.9 mcg,24.00 mg,0.050 mg,1.64 mg,14.00 mg,0.009 mg,132.00 mg,218.00 mg,13.5 mcg,3.57 mg,14.35 g,0.898 g,0.933 g,1.291 g,0.148 g,2.150 g,0.973 g,0.466 g,0.272 g,0.634 g,1.118 g,1.188 g,0.369 g,0.559 g,0.731 g,0.574 g,0.555 g,0.073 g,0.441 g,0.705 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,30.00 g,11.754 g,14.171 g,0.697 g,78.00 mg,0.0 g,0.70 g,0.00 mg,0.00 mg,54.30 g,4
1388,1388,34497,"Prosciutto, Americano",96,20,236,"PACE, Pico De Gallo",100 g,31,0g,,0,469.00 mg,0,0,0,0,0,0,0,313.00 IU,0,0,0,0,0,0,0,0,3.8 mg,0,0,0,0,0.00 mg,0,0.00 mg,0,0,0,0,0,0,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38 g,0,6.25 g,0,0,0,0,0,0,0.00 g,0.000 g,0,0,0.00 mg,0,2.62 g,0,0,88.00 g,0
1389,1389,17708,Organic Corn Tortillas,128,3,2575,"Snacks, nacho cheese, tortilla chips",100 g,519,27g,3.9g,0,691.00 mg,22.5 mg,13.00 mcg,0.00 mcg,1.290 mg,0.364 mg,0.136 mg,0.153 mg,112.00 IU,6.00 mcg,8.00 mcg,35.00 mcg,55.00 mcg,769.00 mcg,0,0.00 mcg,0.220 mg,0.4 mg,0.00 IU,6.24 mg,6.24 mg,1.3 mcg,137.00 mg,0.102 mg,1.16 mg,75.00 mg,0.330 mg,252.00 mg,223.00 mg,7.4 mcg,1.38 mg,7.36 g,0.503 g,0.387 g,0.537 g,0.125 g,1.507 g,0.286 g,0.238 g,0.000 g,0.296 g,0.881 g,0.291 g,0.163 g,0.374 g,0.676 g,0.370 g,0.282 g,0.066 g,0.318 g,0.402 g,60.81 g,5.1 g,2.59 g,0,0,0,0,0,0,27.42 g,3.876 g,9.089 g,12.257 g,0.00 mg,0.0 g,2.75 g,0.00 mg,0.00 mg,1.66 g,0
1390,1390,19508,Corn Tortillas,128,3,2575,"Snacks, nacho cheese, tortilla chips",100 g,519,27g,3.9g,0,691.00 mg,22.5 mg,13.00 mcg,0.00 mcg,1.290 mg,0.364 mg,0.136 mg,0.153 mg,112.00 IU,6.00 mcg,8.00 mcg,35.00 mcg,55.00 mcg,769.00 mcg,0,0.00 mcg,0.220 mg,0.4 mg,0.00 IU,6.24 mg,6.24 mg,1.3 mcg,137.00 mg,0.102 mg,1.16 mg,75.00 mg,0.330 mg,252.00 mg,223.00 mg,7.4 mcg,1.38 mg,7.36 g,0.503 g,0.387 g,0.537 g,0.125 g,1.507 g,0.286 g,0.238 g,0.000 g,0.296 g,0.881 g,0.291 g,0.163 g,0.374 g,0.676 g,0.370 g,0.282 g,0.066 g,0.318 g,0.402 g,60.81 g,5.1 g,2.59 g,0,0,0,0,0,0,27.42 g,3.876 g,9.089 g,12.257 g,0.00 mg,0.0 g,2.75 g,0.00 mg,0.00 mg,1.66 g,0
1391,1391,17789,Soy Free Buttery Spread,91,16,4943,"Margarine-like spread, SMART BALANCE Light Buttery Spread",100 g,337,36g,10g,0,580.00 mg,0,0,0,0.000 mg,0,0.000 mg,0.000 mg,5161.00 IU,1433.00 mcg,0,0,0,0,0,0,0.000 mg,0,0,15.75 mg,15.75 mg,46.8 mcg,3.00 mg,0.000 mg,0.00 mg,1.00 mg,0.000 mg,1.00 mg,32.00 mg,0,0.00 mg,0.02 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98 g,0,0,0,0,0,0,0,0,36.41 g,10.087 g,13.699 g,9.651 g,0,0,1.70 g,0,0,59.89 g,0
1392,1392,45763,Mini Seedless Cucumbers,83,4,6267,"Snacks, multigrain, made from dried potatoes (preformed), potato chips",100 g,505,25g,6.3g,0,544.00 mg,32.9 mg,16.00 mcg,0.00 mcg,2.558 mg,0.603 mg,0.085 mg,0.132 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.252 mg,0.7 mg,0.00 IU,9.08 mg,9.08 mg,7.3 mcg,26.00 mg,0.141 mg,0.85 mg,40.00 mg,0.761 mg,127.00 mg,330.00 mg,8.4 mcg,0.91 mg,5.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.34 g,2.7 g,4.08 g,0.40 g,0.00 g,0.37 g,0.43 g,0.32 g,2.57 g,24.74 g,6.307 g,4.285 g,10.614 g,0.00 mg,0.0 g,2.36 g,0.00 mg,0.00 mg,2.27 g,1
1393,1393,35530,Natural Mini Pork Pepperoni,96,20,1741,"Pepperoni, sliced, beef and pork",100 g,504,46g,18g,97mg,1582.00 mg,51.2 mg,5.00 mcg,0.00 mcg,4.987 mg,0.930 mg,0.257 mg,0.271 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.30 mcg,0.362 mg,0.0 mg,52.00 IU,1.03 mg,1.03 mg,5.8 mcg,19.00 mg,0.091 mg,1.33 mg,18.00 mg,1.074 mg,158.00 mg,274.00 mg,29.0 mcg,2.44 mg,19.25 g,1.178 g,1.298 g,1.825 g,0.228 g,3.009 g,1.073 g,0.688 g,0.382 g,0.901 g,1.575 g,1.652 g,0.511 g,0.778 g,0.862 g,0.771 g,0.869 g,0.230 g,0.661 g,0.987 g,1.18 g,0.0 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,46.28 g,17.708 g,20.770 g,4.458 g,97.00 mg,0.0 g,4.74 g,0.00 mg,0.00 mg,28.55 g,4
1394,1394,18105,Original Classic Organic Rice Drink,91,16,1716,"Snacks, rice-based, oriental mix",100 g,506,26g,3.8g,0,413.00 mg,18.1 mg,38.00 mcg,0.00 mcg,3.081 mg,0.475 mg,0.141 mg,0.311 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.072 mg,0.3 mg,0.00 IU,5.60 mg,5.60 mg,2.4 mcg,54.00 mg,0.134 mg,2.44 mg,118.00 mg,1.273 mg,262.00 mg,328.00 mg,8.1 mcg,2.66 mg,17.31 g,0.745 g,2.103 g,2.161 g,0.254 g,4.109 g,1.081 g,0.473 g,0,0.675 g,1.240 g,0.681 g,0.247 g,0.972 g,0.945 g,0.929 g,0.640 g,0.192 g,0.743 g,0.797 g,51.62 g,13.2 g,3.00 g,0,0,0,0,0,0,25.58 g,3.785 g,9.860 g,10.643 g,0.00 mg,0.0 g,2.94 g,0.00 mg,0.00 mg,2.55 g,0
1395,1395,18159,Organic Biologique Limes,123,4,772,"Leavening agents, baking soda",100 g,0,0g,,0,27360.00 mg,0.0 mg,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0.2 mcg,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,36.90 g,0.00 mg,0.00 mg,0.20 g,0
1396,1396,25272,Small Macintosh Apple,24,4,542,Meat extender,100 g,311,3g,0.4g,0,10.00 mg,0,198.00 mcg,0.00 mcg,22.021 mg,1.492 mg,0.891 mg,0.702 mg,32.00 IU,2.00 mcg,0,0,0,0,0,6.00 mcg,1.336 mg,0.0 mg,0.00 IU,0,0,0,204.00 mg,0.304 mg,11.99 mg,216.00 mg,0.271 mg,639.00 mg,1902.00 mg,7.4 mcg,2.21 mg,41.71 g,1.755 g,3.123 g,4.745 g,0.627 g,8.668 g,1.688 g,1.068 g,0,1.995 g,3.263 g,2.596 g,0.520 g,2.182 g,2.296 g,2.235 g,1.615 g,0.574 g,1.428 g,2.115 g,34.71 g,17.5 g,0,0,0,0,0,0,0,2.97 g,0.424 g,0.648 g,1.657 g,0.00 mg,0,13.13 g,0,0,7.48 g,0
1397,1397,18434,Organic Whole Crimini Mushrooms,83,4,3165,"Mushrooms, raw, or crimini, italian, brown",100 g,22,0.1g,,0,6.00 mg,22.1 mg,25.00 mcg,0.00 mcg,3.800 mg,1.500 mg,0.490 mg,0.095 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.10 mcg,0.110 mg,0.0 mg,3.00 IU,0.01 mg,0.01 mg,0.0 mcg,18.00 mg,0.500 mg,0.40 mg,9.00 mg,0.142 mg,120.00 mg,448.00 mg,26.0 mcg,1.10 mg,2.50 g,0.187 g,0.123 g,0.228 g,0.006 g,0.428 g,0.111 g,0.067 g,0,0.099 g,0.153 g,0.252 g,0.048 g,0.097 g,0.176 g,0.113 g,0.113 g,0.056 g,0.054 g,0.115 g,4.30 g,0.6 g,1.72 g,0,0,0,0,0,0,0.10 g,0.014 g,0.002 g,0.042 g,0.00 mg,0,0.98 g,0,0,92.12 g,0
1398,1398,18465,Organic Grade A Free Range Large Brown Eggs,86,16,7543,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts",100 g,140,5.4g,2g,62mg,56.00 mg,74.7 mg,9.00 mcg,0.00 mcg,6.139 mg,0.552 mg,0.187 mg,0.085 mg,3.00 IU,1.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.61 mcg,0.589 mg,0.0 mg,2.00 IU,0.25 mg,0.25 mg,1.3 mcg,17.00 mg,0.081 mg,1.84 mg,21.00 mg,0.029 mg,194.00 mg,316.00 mg,26.6 mcg,4.59 mg,22.15 g,1.390 g,1.516 g,2.158 g,0.267 g,3.597 g,1.217 g,0.790 g,0.180 g,1.061 g,1.902 g,2.071 g,0.606 g,0.914 g,1.040 g,0.921 g,0.995 g,0.200 g,0.792 g,1.141 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,5.38 g,1.974 g,2.285 g,0.277 g,62.00 mg,0.0 g,1.06 g,0.00 mg,0.00 mg,71.78 g,4
1399,1399,18670,Original Enriched Rice Drink,91,16,2226,"Beverages, fortified, Acai berry drink",100 g,62,0.8g,,0,13.00 mg,0.0 mg,4.00 mcg,0.00 mcg,9.060 mg,3.333 mg,0.040 mg,0.030 mg,9698.00 IU,485.00 mcg,46.00 mcg,5784.00 mcg,23.00 mcg,783.00 mcg,0,3.40 mcg,1.100 mg,42.1 mg,0.00 IU,11.11 mg,11.11 mg,16.7 mcg,19.00 mg,0.076 mg,0.16 mg,11.00 mg,1.660 mg,13.00 mg,130.00 mg,0.0 mcg,0.11 mg,0.83 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83 g,1.2 g,11.10 g,6.60 g,0.00 g,3.70 g,0.00 g,0.00 g,0.80 g,0.83 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.62 g,0.00 mg,0.00 mg,84.88 g,0
1400,1400,41966,Cored Pineapple,123,4,769,"Pineapple, all varieties, raw",100 g,50,0.1g,,0,1.00 mg,5.5 mg,18.00 mcg,0.00 mcg,0.500 mg,0.213 mg,0.032 mg,0.079 mg,58.00 IU,3.00 mcg,0.00 mcg,35.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.112 mg,47.8 mg,0.00 IU,0.02 mg,0.02 mg,0.7 mcg,13.00 mg,0.110 mg,0.29 mg,12.00 mg,0.927 mg,8.00 mg,109.00 mg,0.1 mcg,0.12 mg,0.54 g,0.033 g,0.019 g,0.121 g,0.014 g,0.079 g,0.024 g,0.010 g,0,0.019 g,0.024 g,0.026 g,0.012 g,0.021 g,0.017 g,0.035 g,0.019 g,0.005 g,0.019 g,0.024 g,13.12 g,1.4 g,9.85 g,2.12 g,0.00 g,1.73 g,0.00 g,0.00 g,5.99 g,0.12 g,0.009 g,0.013 g,0.040 g,0.00 mg,0.0 g,0.22 g,0.00 mg,0.00 mg,86.00 g,0
1401,1401,25472,Sparkling Tangerine Probiotic Drink,120,16,197,"Tangerine juice, raw",100 g,43,0.2g,,0,1.00 mg,6.2 mg,5.00 mcg,0.00 mcg,0.100 mg,0.125 mg,0.020 mg,0.060 mg,253.00 IU,13.00 mcg,14.00 mcg,38.00 mcg,214.00 mcg,166.00 mcg,0,0.00 mcg,0.042 mg,31.0 mg,0.00 IU,0.13 mg,0.13 mg,0.0 mcg,18.00 mg,0.025 mg,0.20 mg,8.00 mg,0.037 mg,14.00 mg,178.00 mg,0.1 mcg,0.03 mg,0.50 g,0.011 g,0.034 g,0.053 g,0.004 g,0.024 g,0.007 g,0.002 g,0,0.005 g,0.010 g,0.007 g,0.002 g,0.006 g,0.031 g,0.009 g,0.006 g,0.001 g,0.003 g,0.008 g,10.10 g,0.2 g,9.90 g,0,0,0,0,0,0,0.20 g,0.024 g,0.036 g,0.040 g,0.00 mg,0.0 g,0.30 g,0.00 mg,0.00 mg,88.90 g,0
1402,1402,18770,Uncured Italian Dry Salami,96,20,5916,"Salami, 50% less sodium, sliced, dry, pork and beef, Italian",100 g,350,26g,9.8g,89mg,936.00 mg,0,2.00 mcg,0.00 mcg,4.867 mg,1.060 mg,0.285 mg,0.600 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.90 mcg,0.500 mg,0.0 mg,0,0,0,1.3 mcg,8.00 mg,0.080 mg,1.51 mg,17.00 mg,0.038 mg,142.00 mg,378.00 mg,26.1 mcg,3.23 mg,21.80 g,1.480 g,1.516 g,2.073 g,0.262 g,3.383 g,1.641 g,0.699 g,0,0.971 g,1.732 g,1.824 g,0.593 g,0.868 g,1.188 g,0.942 g,0.959 g,0.210 g,0.710 g,1.083 g,6.40 g,0.0 g,0.00 g,0,0,0,0,0,0,26.40 g,9.750 g,13.200 g,2.290 g,89.00 mg,0.0 g,4.90 g,0.00 mg,0.00 mg,40.50 g,4
1403,1403,40571,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,120,16,5350,"Yogurt, 13 grams protein per 8 ounce, skim milk, plain",100 g,56,0.2g,0.1g,2mg,77.00 mg,15.2 mg,12.00 mcg,0.00 mcg,0.124 mg,0.641 mg,0.234 mg,0.048 mg,7.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.61 mcg,0.053 mg,0.9 mg,0.00 IU,0.00 mg,0.00 mg,0.2 mcg,199.00 mg,0.015 mg,0.09 mg,19.00 mg,0.005 mg,157.00 mg,255.00 mg,3.6 mcg,0.97 mg,5.73 g,0.245 g,0.172 g,0.454 g,0.052 g,1.122 g,0.138 g,0.142 g,0,0.313 g,0.577 g,0.514 g,0.169 g,0.313 g,0.679 g,0.355 g,0.235 g,0.032 g,0.289 g,0.474 g,7.68 g,0.0 g,7.68 g,0,0,0,0,0,0,0.18 g,0.116 g,0.049 g,0.005 g,2.00 mg,0.0 g,1.18 g,0.00 mg,0.00 mg,85.23 g,5
1404,1404,19019,Uncured Slow Cooked Ham,96,20,3202,"Chicken breast tenders, uncooked, breaded",100 g,263,16g,3.3g,41mg,536.00 mg,96.4 mg,12.00 mcg,0.00 mcg,5.710 mg,0.855 mg,0.091 mg,0.211 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.27 mcg,0.041 mg,0.8 mg,9.00 IU,0.08 mg,0.08 mg,14.7 mcg,19.00 mg,0.205 mg,1.11 mg,23.00 mg,0.229 mg,211.00 mg,214.00 mg,24.7 mcg,0.78 mg,14.73 g,0.722 g,0.804 g,1.189 g,0.167 g,2.242 g,0.632 g,0.435 g,0.075 g,0.603 g,1.019 g,0.988 g,0.300 g,0.525 g,0.675 g,0.538 g,0.557 g,0.184 g,0.331 g,0.659 g,15.01 g,1.1 g,0.37 g,0.00 g,0.00 g,0.15 g,0.00 g,0.15 g,0.07 g,15.75 g,3.260 g,6.480 g,3.340 g,41.00 mg,0.0 g,1.77 g,0.00 mg,0.00 mg,52.74 g,4
1405,1405,44717,Organic Mini Sweet Peppers,123,4,2679,"Babyfood, apple-sweet potato, juice",100 g,48,0.1g,,0,5.00 mg,4.9 mg,3.00 mcg,0.00 mcg,0.100 mg,0,0.030 mg,0.010 mg,3081.00 IU,154.00 mcg,0.00 mcg,1849.00 mcg,0.00 mcg,6.00 mcg,0,0.00 mcg,0.070 mg,34.1 mg,0.00 IU,0.34 mg,0.34 mg,0.7 mcg,15.00 mg,0.032 mg,0.30 mg,7.00 mg,0,14.00 mg,137.00 mg,0.1 mcg,0.08 mg,0.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40 g,0.5 g,9.60 g,0,0,0,0,0,0,0.10 g,0.030 g,0.010 g,0.050 g,0.00 mg,0.0 g,0.29 g,0.00 mg,0.00 mg,87.90 g,1
1406,1406,48007,Flax Plus Raisin Bran Cereal,121,14,5209,"Cereals, dry, Raisin and Spice, Instant Oatmeal, QUAKER",100 g,360,4g,0.6g,0,440.00 mg,25.6 mg,213.00 mcg,193.00 mcg,10.470 mg,0.830 mg,0.670 mg,0.790 mg,1646.00 IU,494.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,104.00 mcg,0,0.00 mcg,1.110 mg,0.7 mg,0.00 IU,0.40 mg,0.40 mg,2.3 mcg,235.00 mg,0.318 mg,9.10 mg,82.00 mg,2.043 mg,292.00 mg,360.00 mg,2.9 mcg,1.98 mg,9.11 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.68 g,5.8 g,35.65 g,7.70 g,0.10 g,7.60 g,0.10 g,0.10 g,20.05 g,4.00 g,0.605 g,1.191 g,1.254 g,0.00 mg,0.0 g,2.76 g,0.00 mg,0.00 mg,8.45 g,3
1407,1407,19677,Original Pure Creamy Almond Milk,91,16,3359,"Pie, prepared from recipe, vanilla cream",100 g,278,14g,4g,62mg,260.00 mg,32.8 mg,26.00 mcg,15.00 mcg,0.984 mg,0.415 mg,0.216 mg,0.139 mg,306.00 IU,83.00 mcg,2.00 mcg,22.00 mcg,1.00 mcg,52.00 mcg,0,0.30 mcg,0.049 mg,0.5 mg,47.00 IU,0.45 mg,0.45 mg,6.7 mcg,90.00 mg,0.039 mg,1.02 mg,13.00 mg,0.128 mg,104.00 mg,126.00 mg,9.5 mcg,0.53 mg,4.80 g,0.169 g,0.203 g,0.309 g,0.071 g,1.143 g,0.133 g,0.117 g,0,0.228 g,0.397 g,0.266 g,0.103 g,0.224 g,0.444 g,0.269 g,0.184 g,0.060 g,0.189 g,0.255 g,32.60 g,0.6 g,12.68 g,0,0,0,0,0,0,14.40 g,4.030 g,6.043 g,3.438 g,62.00 mg,0.0 g,1.20 g,0.00 mg,0.00 mg,47.00 g,0
1408,1408,19895,Sliced Prosciutto,96,20,5866,"Restaurant, spaghetti with pomodoro sauce (no meat), Italian",100 g,104,1.9g,0.4g,0,191.00 mg,8.0 mg,29.00 mcg,0,1.162 mg,0.187 mg,0.123 mg,0.072 mg,202.00 IU,10.00 mcg,0.00 mcg,120.00 mcg,2.00 mcg,132.00 mcg,0,0,0.084 mg,1.1 mg,0,0.81 mg,0.81 mg,4.0 mcg,15.00 mg,0.074 mg,0.90 mg,16.00 mg,0.215 mg,44.00 mg,140.00 mg,10.1 mcg,0.35 mg,3.90 g,0.119 g,0.154 g,0.238 g,0.074 g,1.308 g,0.103 g,0.074 g,0.000 g,0.119 g,0.227 g,0.080 g,0.057 g,0.165 g,0.386 g,0.165 g,0.103 g,0.040 g,0.085 g,0.142 g,17.77 g,1.7 g,1.82 g,0.91 g,0.00 g,0.91 g,0.00 g,0.00 g,0.00 g,1.89 g,0.366 g,0.926 g,0.528 g,0.00 mg,0,0.89 g,0,0,75.56 g,0
1409,1409,20114,Jalapeno Peppers,83,4,17,"Peppers, raw, jalapeno",100 g,29,0.4g,0.1g,0,3.00 mg,7.5 mg,27.00 mcg,0.00 mcg,1.280 mg,0.315 mg,0.070 mg,0.040 mg,1078.00 IU,54.00 mcg,67.00 mcg,561.00 mcg,105.00 mcg,861.00 mcg,0,0.00 mcg,0.419 mg,118.6 mg,0.00 IU,3.58 mg,3.58 mg,18.5 mcg,12.00 mg,0.046 mg,0.25 mg,15.00 mg,0.097 mg,26.00 mg,248.00 mg,0.4 mcg,0.14 mg,0.91 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50 g,2.8 g,4.12 g,2.63 g,0.00 g,1.48 g,0.00 g,0.00 g,0.00 g,0.37 g,0.092 g,0.029 g,0.112 g,0.00 mg,0.0 g,0.53 g,0.00 mg,0.00 mg,91.69 g,0
1410,1410,29015,Honey Bunches of Oats Roasted Oats,121,14,6743,"Cereals ready-to-eat, pecan bunches, HONEY BUNCHES OF OATS, POST",100 g,399,5.4g,0.7g,0,483.00 mg,18.6 mg,690.00 mcg,671.00 mcg,17.200 mg,0,1.500 mg,1.300 mg,2586.00 IU,748.00 mcg,32.00 mcg,50.00 mcg,0.00 mcg,787.00 mcg,0,5.20 mcg,1.700 mg,0.2 mg,138.00 IU,0.50 mg,0.50 mg,1.4 mcg,19.00 mg,0.140 mg,15.50 mg,36.00 mg,0,140.00 mg,177.00 mg,17.3 mcg,1.00 mg,7.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.00 g,5.2 g,21.90 g,0,0,0,0,0,0,5.40 g,0.700 g,2.700 g,1.700 g,0.00 mg,0.0 g,2.70 g,0.00 mg,0.00 mg,2.90 g,3
1411,1411,44514,Yellow Straightneck Squash,83,4,3085,"Chiton, gumboots (Alaska Native), leathery",100 g,83,1.6g,,0,0,0,0,0,4.200 mg,0,0.340 mg,0.050 mg,1650.00 IU,0,0,0,0,0,0,0,0,0.0 mg,0,0,0,0,121.00 mg,0,16.00 mg,0,0,0,0,0,0,17.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0,0,0,0,0,0,0,0,1.60 g,0,0,0,0,0,2.70 g,0,0,78.60 g,0
1412,1412,20691,Pine Nuts,117,19,29,"Nuts, dried, pine nuts",100 g,673,68g,4.9g,0,2.00 mg,55.8 mg,34.00 mcg,0.00 mcg,4.387 mg,0.313 mg,0.227 mg,0.364 mg,29.00 IU,1.00 mcg,0.00 mcg,17.00 mcg,0.00 mcg,9.00 mcg,0,0.00 mcg,0.094 mg,0.8 mg,0.00 IU,9.33 mg,9.33 mg,53.9 mcg,16.00 mg,1.324 mg,5.53 mg,251.00 mg,8.802 mg,575.00 mg,597.00 mg,0.7 mcg,6.45 mg,13.69 g,0.684 g,2.413 g,1.303 g,0.289 g,2.926 g,0.691 g,0.341 g,0,0.542 g,0.991 g,0.540 g,0.259 g,0.524 g,0.673 g,0.835 g,0.370 g,0.107 g,0.509 g,0.687 g,13.08 g,3.7 g,3.59 g,0.07 g,0.00 g,0.07 g,0.00 g,0.00 g,3.45 g,68.37 g,4.899 g,18.764 g,34.071 g,0.00 mg,0.0 g,2.59 g,0.00 mg,0.00 mg,2.28 g,0
1413,1413,23484,Organic Pine Nuts,117,19,29,"Nuts, dried, pine nuts",100 g,673,68g,4.9g,0,2.00 mg,55.8 mg,34.00 mcg,0.00 mcg,4.387 mg,0.313 mg,0.227 mg,0.364 mg,29.00 IU,1.00 mcg,0.00 mcg,17.00 mcg,0.00 mcg,9.00 mcg,0,0.00 mcg,0.094 mg,0.8 mg,0.00 IU,9.33 mg,9.33 mg,53.9 mcg,16.00 mg,1.324 mg,5.53 mg,251.00 mg,8.802 mg,575.00 mg,597.00 mg,0.7 mcg,6.45 mg,13.69 g,0.684 g,2.413 g,1.303 g,0.289 g,2.926 g,0.691 g,0.341 g,0,0.542 g,0.991 g,0.540 g,0.259 g,0.524 g,0.673 g,0.835 g,0.370 g,0.107 g,0.509 g,0.687 g,13.08 g,3.7 g,3.59 g,0.07 g,0.00 g,0.07 g,0.00 g,0.00 g,3.45 g,68.37 g,4.899 g,18.764 g,34.071 g,0.00 mg,0.0 g,2.59 g,0.00 mg,0.00 mg,2.28 g,0
